,Id,Score,ViewCount,Body,Title,AnswerCount,CommentCount,AcceptedAnswerId,OwnerUserId,CreationDate,ClosedDate,label,length
158,1854,221,69568,"What do I need to look at to see if I'm on Windows, Unix, etc?",Python: What OS am I running on?,18,2,1857.0,116.0,2008-08-05 03:23:18,,1,62
159,1898,77,52656,"I realize this is a newbie question, but I'm looking for a simple solution - it seems like there should be one. What's the best way to import a CSV file into a strongly-typed data structure? Again simple = better.",CSV File Imports in .Net,12,4,1901.0,81.0,2008-08-05 04:43:22,2012-09-27 12:30:14,1,213
160,1936,98,71976,"Using ASP.NET MVC there are situations (such as form submission) that may require a has_codeblock . One such situation is when you encounter validation errors after a form submission and need to redirect back to the form, but would like the URL to reflect the URL of the form, not the action page it submits to. As I require the form to contain the originally has_codeblock ed data, for user convenience, as well as validation purposes, how can I pass the data through the RedirectToAction()? If I use the viewData parameter, my has_codeblock parameters will be changed to has_codeblock parameters.",How to RedirectToAction in ASP.NET MVC without losing request data,5,1,1940.0,364.0,2008-08-05 05:33:41,,1,598
161,1973,80,22479,I've provided a solution for Python... please flesh this out with examples for other languages.,What is the best way to avoid SQL injection attacks?,27,0,2700.0,116.0,2008-08-05 06:48:38,2012-08-06 14:28:27,1,95
162,2034,204,98693,What do the result codes in SVN mean? I need a quick reference.,What do the result codes in SVN mean?,8,0,2036.0,137.0,2008-08-05 09:11:54,,1,63
163,2041,437,403007,How do I create a branch in SVN?,How do I create a branch in SVN?,9,0,2310.0,269.0,2008-08-05 09:25:29,,1,32
164,2056,1234,235505,"When looking beyond the RAD (drag-drop and configure) way of building user interfaces that many tools encourage you are likely to come across three design patterns called Model-View-Controller , Model-View-Presenter and Model-View-ViewModel . My question has three parts to it: What issues do these patterns address? How are they similar? How are they different?",What are MVP and MVC and what is the difference?,18,1,101561.0,358.0,2008-08-05 10:06:33,,1,362
165,2120,66,64989,"I want to get the MD5 Hash of a string value in SQL Server  has_numeric . I do this with the following command: has_codeblock However, this returns a VarBinary instead of a VarChar value. If I attempt to convert has_codeblock into a VarChar I get has_codeblock instead of has_codeblock . Is there any SQL-based solution? Yes",Convert HashBytes to VarChar,8,0,2382.0,383.0,2008-08-05 11:49:11,,1,324
166,2134,86,17218,I have come across a lot of optimization tips which say that you should mark your classes as sealed to get extra performance benefits. I ran some tests to check the performance differential and found none. Am I doing something wrong? Am I missing the case where sealed classes will give better results? Has anyone run tests and seen a difference? Help me learn :),Do sealed classes really offer performance Benefits?,11,8,2183.0,380.0,2008-08-05 12:00:28,,1,363
167,2158,60,72765,"Is there a way to create a JButton with your own button graphic and not just with an image inside the button? If not, is there another way to create a custom button in java?",Creating a custom button in Java,5,0,2245.0,340.0,2008-08-05 12:15:08,,1,173
168,2232,567,260975,How do I call shell commands from inside of a Ruby program? How do I then get output from these commands back into Ruby?,Calling shell commands from Ruby,14,0,2400.0,25.0,2008-08-05 12:56:52,,1,120
169,2250,75,64233,"I currently use a DataTable to get results from a database which I can use in my code. However, many example on the web show using a DataSet instead and accessing the table(s) through the collections method. Is there any advantage, performance wise or otherwise, of using DataSets or DataTables as a storage method for SQL results?",Datatable vs Dataset,5,1,2258.0,383.0,2008-08-05 13:07:40,,1,331
170,2366,79,10751,"Possible Duplicate: What is a monad? I think I understand what 'Maybe Monads' are, but I'm not sure about the other types.",Can anyone explain Monads?,0,0,,402.0,2008-08-05 14:16:02,2011-11-08 10:05:31,1,122
171,2483,69,5107,"Possible Duplicate: Casting vs using the 'as' keyword in the CLR What is actually the difference between these two casts? has_codeblock Normally, they should both be explicit casts to the specified type?",Casting: (NewType) vs. Object as NewType,13,3,2487.0,91.0,2008-08-05 15:42:30,2011-12-02 23:43:57,1,203
172,2488,197,205648,"I'm tired of opening Dia and creating a database diagram at the beginning of every project. Is there a tool out there that will let me select specific tables and then create a database diagram for me based on a MySQL database? Preferably it would allow me to edit the diagram afterward since none of the foreign keys are set... Here is what I am picturing diagram-wise (please excuse the horrible data design, I didn't design it. Let's focus on the diagram concept and not on the actual data it represents for this example ;) ): see full size diagram",Auto Generate Database Diagram MySQL,14,1,2495.0,58.0,2008-08-05 15:45:02,2014-09-15 00:56:04,1,550
173,2509,94,28722,"Test Driven Development has been the rage in the .NET community for the last few years. Recently, I have heard grumblings in the ALT.NET community about BDD. What is it? What makes it different from TDD?",What are the primary differences between TDD and BDD?,12,1,2548.0,303.0,2008-08-05 15:58:08,,1,203
174,2525,128,87575,"My product has several components: ASP.NET, Windows Forms App and Windows Service.  has_numeric % or so of the code is written in VB.NET. For Intellectual Property reasons, I need to obfuscate the code, and until now I have been using a version of dotfuscator which is now over  has_numeric  years old. I'm thinking it is time to move to a new generation tool. What I'm looking for is a list of requirements which I should consider when searching for a new obfuscator. What I know I should look for so far: Serialization/De-serialization . In my current solution, I simply tell the tool not to obfuscate any class data members because the pain of not being able to load data which was previously serialized is simply too big. Integration with Build Process Working with ASP.NET . In the past, I have found this problematic due to changing .dll names (you often have one per page) - which not all tools handle well.",.NET obfuscation tools/strategy,31,3,8739.0,350.0,2008-08-05 16:20:37,2014-03-06 03:08:35,1,914
175,2530,1382,469570,How do you disable has_codeblock in the major browsers for a specific has_codeblock (or has_codeblock )?,How do you disable browser Autocomplete on web form field / input tag?,29,9,2531.0,307.0,2008-08-05 16:22:32,,1,104
176,2556,81,20336,"Should be available to non-U.S. companies, easy to setup, reliable, cheap, customizable, etc. What are your experiences?",What's the best online payment processing solution?,13,1,100758.0,136.0,2008-08-05 16:41:50,2011-09-24 23:44:03,1,120
177,2647,328,535876,"Using has_codeblock , how do I has_codeblock a string so I can access item x? For example Take the string has_codeblock . How can I split the string by a space and access the item at Index  has_numeric  which should return has_codeblock ?",How do I split a string so I can access item x?,32,1,2657.0,383.0,2008-08-05 18:15:47,,1,238
178,2658,63,6467,"I need to implement version control, even for just the developing I do at home. I have read about how great Subversion is for the past couple years and was about to dedicate myself to learning this on the side until I heard about Git being the up and coming version control system. Given the situation, should I hold off and see which one comes out on top? What are their relative advantages? One issue I noticed with Git is there are not many full featured GUIs, which is important to many users on my team. Also, wouldn't mind suggestions on how to get started with one or the other. (tutorials, etc.)",Getting started with Version Control,34,1,2668.0,406.0,2008-08-05 18:29:14,,1,603
179,2767,167,77132,"Can anyone recommend any good add-ons/plugins for Microsoft Visual Studio? Freebies are preferred, but if it is worth the cost then that's fine.",Recommended add-ons/plugins for Microsoft Visual Studio,77,0,75338.0,396.0,2008-08-05 20:02:33,2012-05-05 13:39:51,1,144
180,2775,62,37946,"Here's what I use: has_codeblock I'm thinking there may be a better and more elegant way. Requirements: It has to be as fast as possible (the less casting, the better). The final result has to be a has_codeblock type, not a string.",How to remove the time portion of a datetime value (SQL Server)?,6,0,3696991.0,434.0,2008-08-05 20:08:38,,1,231
181,2785,130,43269,"Should you set all the objects to has_codeblock ( has_codeblock in VB.NET) once you have finished with them? I understand that in .NET it is essential to dispose of any instances of objects that implement the has_codeblock interface to release some resources although the object can still be something after it is disposed (hence the has_codeblock property in forms), so I assume it can still reside in memory or at least in part? I also know that when an object goes out of scope it is then marked for collection ready for the next pass of the garbage collector (although this may take time). So with this in mind will setting it to has_codeblock speed up the system releasing the memory as it does not have to work out that it is no longer in scope and are they any bad side effects? MSDN articles never do this in examples and currently I do this as I cannot see the harm. However I have come across a mixture of opinions so any comments are useful.",Setting Objects to Null/Nothing after use in .NET,13,1,2839.0,33.0,2008-08-05 20:14:10,,1,952
182,2826,132,38563,"Are there any great plugins out there for Eclipse, either free or otherwise?",Do you have any recommended plugins for Eclipse?,51,1,13373.0,396.0,2008-08-05 20:51:11,2013-06-09 12:36:14,1,76
183,2844,197,380894,has_codeblock Output: has_codeblock I assume this unexpected result is from printing the has_codeblock . How do you has_codeblock an has_codeblock ?,How do you printf an unsigned long long int(the format specifier for unsigned long long int)?,11,4,2850.0,432.0,2008-08-05 20:59:29,,1,148
184,2861,333,132558,"I'm thinking of trying Beautiful Soup , a Python package for HTML scraping. Are there any other HTML scraping packages I should be looking at? Python is not a requirement, I'm actually interested in hearing about other languages as well. The story so far: Python Beautiful Soup lxml HTQL Scrapy Mechanize Ruby Nokogiri Hpricot Mechanize scrAPI scRUBYt! wombat Watir .NET Html Agility Pack WatiN Perl WWW::Mechanize Web-Scraper Java Tag Soup HtmlUnit Web-Harvest jARVEST jsoup Jericho HTML Parser JavaScript request cheerio artoo node-horseman phantomjs PHP htmlSQL PHP Simple HTML DOM Parser Most of them Screen-Scraper",Options for HTML scraping?,40,12,2866.0,116.0,2008-08-05 21:09:11,2013-09-01 08:02:51,1,619
185,2933,151,75218,"Python works on multiple platforms and can be used for desktop and web applications, thus I conclude that there is some way to compile it into an executable for Mac, Windows and Linux. The problem being I have no idea where to start or how to write a GUI with it, can anybody shed some light on this and point me in the right direction please?",How can I create a directly-executable cross-platform GUI app using Python?,8,0,2937.0,1384652.0,2008-08-05 22:26:00,,1,343
186,3017,119,209137,"By ""generate"", I mean auto-generation of the code necessary for a particuliar selected (set of) variable(s). But any more explicit explication or comment on good practice is welcome.",How to generate getters and setters in Visual Studio?,11,0,3029.0,391.0,2008-08-06 02:15:14,,1,182
187,3021,91,85115,One of the topics that seems to come up regularly on mailing lists and online discussions is the merits (or lack thereof) of doing a Computer Science Degree. An argument that seems to come up time and again for the negative party is that they have been coding for some number of years and they have never used recursion. So the question is: What is recursion? When would I use recursion? Why don't people use recursion?,What is recursion and when should I use it?,40,2,,358.0,2008-08-06 02:29:51,,1,419
188,3033,52,49060,"If I have a Perl hash with a bunch of (key, value) pairs, what is the preferred method of iterating through all the keys? I have heard that using has_codeblock may in some way have unintended side effects. So, is that true, and is one of the two following methods best, or is there a better way? has_codeblock",What's the safest way to iterate through the keys of a Perl hash?,9,0,3360.0,219.0,2008-08-06 02:53:13,,1,309
189,3058,851,204273,Inversion of Control (or IoC) can be quite confusing when it is first encountered. What is it? What problems does it solve? When is it appropriate and when not?,What is Inversion of Control?,25,3,3140.0,358.0,2008-08-06 03:35:27,,1,160
190,3061,618,232084,"What is the best way to go about calling a function given a string with the function's name in a Python program. For example, let's say that I have a module has_codeblock , and I have a string whose contents are has_codeblock . What is the best way to go about calling has_codeblock ? I need to get the return value of the function, which is why I don't just use has_codeblock . I figured out how to do it by using has_codeblock to define a temp function that returns the result of that function call, but I'm hoping that there is a more elegant way to do this.",Calling a function of a module from a string with the function's name in Python,8,0,3071.0,121.0,2008-08-06 03:36:08,,1,561
191,3088,327,100921,"Original Question I am currently engaged in teaching my brother to program. He is a total beginner, but very smart. (And he actually wants to learn). I've noticed that some of our sessions have gotten bogged down in minor details, and I don't feel I've been very organized. ( But the answers to this post have helped a lot. ) What can I do better to teach him effectively? Is there a logical order that I can use to run through concept by concept? Are there complexities I should avoid till later? The language we are working with is Python , but advice in any language is welcome. How to Help If you have good ones please add the following in your answer: Beginner Exercises and Project Ideas Resources for teaching beginners Screencasts / blog posts / free e-books Print books that are good for beginners Please describe the resource with a link to it so I can take a look. I want everyone to know that I have definitely been using some of these ideas. Your submissions will be aggregated in this post. Online Resources for teaching beginners: A Gentle Introduction to Programming Using Python How to Think Like a Computer Scientist Alice: a 3d program for beginners Scratch (A system to develop programming skills) How To Design Programs Structure and Interpretation of Computer Programs Learn To Program Robert Read's How To Be a Programmer Microsoft XNA Spawning the Next Generation of Hackers COMP1917 Higher Computing lectures by Richard Buckland (requires iTunes) Dive into Python Python Wikibook Project Euler - sample problems (mostly mathematical) pygame - an easy python library for creating games Invent Your Own Computer Games With Python Foundations of Programming for a next step beyond basics. Squeak by Example Snake Wrangling For Kids (It's not just for kids!) Recommended Print Books for teaching beginners Accelerated C++ Python Programming for the Absolute Beginner Code by Charles Petzold Python Programming: An Introduction to Computer Science 2nd Edition",Best ways to teach a beginner to program?,87,3,,92.0,2008-08-06 05:01:16,2011-09-14 17:54:00,1,1979
192,3150,67,49748,I'm having trouble figuring out how to get the testing framework set up and usable in Visual Studio  has_numeric  for C++ presumably with the built-in unit testing suite. Any links or tutorials would be appreciated.,How to set up unit testing for Visual Studio C++,12,3,35963.0,370.0,2008-08-06 07:57:50,,1,215
193,3255,552,234674,"Most people with a degree in CS will certainly know what Big O stands for . It helps us to measure how (in)efficient an algorithm really is and if you know in what category the problem you are trying to solve lays in you can figure out if it is still possible to squeeze out that little extra performance.  has_numeric  But I'm curious, how do you calculate or approximate the complexity of your algorithms?  has_numeric  but as they say, don't overdo it, premature optimization is the root of all evil , and optimization without a justified cause should deserve that name as well.","Big O, how do you calculate/approximate it?",22,6,4852666.0,46.0,2008-08-06 10:18:16,,1,581
194,3284,117,58003,"I've been working with providers a fair bit lately, and I came across an interesting situation where I wanted to have an abstract class that had an abstract static method. I read a few posts on the topic, and it sort of made sense, but is there a nice clear explanation?",Why can't I have abstract static methods in C#?,8,4,3294.0,493.0,2008-08-06 11:04:33,,1,270
195,3319,58,99194,How can I set the CSS background color of an HTML element using JavaScript?,CSS background color in JavaScript,13,0,3321.0,383.0,2008-08-06 12:23:22,,1,75
196,3362,52,95576,"Here on Stack Overflow, I would like to be able to use the Tab key within the WMD editor text box to tab over four spaces. The way it is now, the Tab key jumps my cursor down to the Tags. Vote for this feature at UserVoice: http://stackoverflow.uservoice.com/pages/general/suggestions/ has_numeric  Is there some JavaScript that will capture the Tab key in the text box before it bubbles up to the UI? I understand some browsers (i.e. FireFox) may not allow this. How about a custom key-combo like Shift + Tab , or Ctrl + Q ?",Capturing TAB key in text box,6,2,13130.0,357.0,2008-08-06 13:27:05,2011-02-10 20:27:58,1,525
197,3432,193,161100,"I know that you can insert multiple rows at once, is there a way to update multiple rows at once (as in, in one query) in MySQL? Edit: For example I have the following has_codeblock I want to combine all the following Updates into one query has_codeblock",Multiple Updates in MySQL,15,0,3466.0,1384652.0,2008-08-06 14:12:09,,1,254
198,3452,247,307521,"How can I connect to a remote SQL server using Mac OS X? I don't really need a GUI, but it would be nice to have for the color coding and resultset grid. I'd rather not have to use a VM. Is there a SQL client for Mac OS X that works with MS SQL Server?",SQL Client for Mac OS X that works with MS SQL Server,25,8,34153.0,437.0,2008-08-06 14:25:17,2012-07-03 13:47:17,1,252
199,3585,79,96870,"I want to create my Rails application with MySQL, because I like it so much. How can I do that in the latest version of Rails instead of the default SQLite?",Create a new Ruby on Rails application using MySQL instead of SQLite,13,0,3601.0,124.0,2008-08-06 15:50:49,,1,156
